date,ticker,price,decision,rsi,sentiment,reason
2025-12-28,DOT-USDT,1.851,hold,41.719575867220634,NEGATIVE,"Neutral (score=-5)"
2025-12-28,ETH-USDT,2950.91,sell,45.99522120354359,NEGATIVE,"Strong sell signal (score=-35)"
2025-12-28,LTC-USDT,78.73,hold,45.56402275626006,NEGATIVE,"Neutral (score=-5)"
2025-12-28,SOL-USDT,125.27,sell,45.71983243025061,NEGATIVE,"Strong sell signal (score=-35)"
2025-12-28,XRP-USDT,1.8654,hold,40.42494669879746,NEGATIVE,"Neutral (score=-5)"
2025-12-29,ADA-USDT,0.3532,hold,38.27574322149699,NEGATIVE,"Neutral (score=10)"
2025-12-29,BNB-USDT,852.46,sell,45.90143648682379,NEGATIVE,"Strong sell signal (score=-35)"
2025-12-29,BTC-USDT,87237.13,sell,42.92818250836419,NEGATIVE,"Strong sell signal (score=-35)"
2025-12-29,DOGE-USDT,0.12288,hold,37.06261895501899,NEGATIVE,"Neutral (score=-20)"
2025-12-29,DOT-USDT,1.824,hold,40.44775984000347,NEGATIVE,"Neutral (score=-5)"
2025-12-29,ETH-USDT,2937.9,sell,45.101949804997886,NEGATIVE,"Strong sell signal (score=-35)"
2025-12-29,LTC-USDT,78.32,hold,44.71201954755853,NEGATIVE,"Neutral (score=-5)"
2025-12-29,SOL-USDT,123.28,hold,43.139592080516174,NEGATIVE,"Neutral (score=-5)"
2025-12-29,XRP-USDT,1.8508,hold,39.23754340057762,NEGATIVE,"Neutral (score=10)"
2025-12-30,ADA-USDT,0.3514,hold,37.840357376872994,NEGATIVE,"Neutral (score=25)"
2025-12-30,BNB-USDT,861.65,hold,48.77987548043565,NEGATIVE,"Neutral (score=10)"
2025-12-30,BTC-USDT,88485.49,hold,48.217373279842015,NEGATIVE,"Neutral (score=10)"
2025-12-30,DOGE-USDT,0.12336,hold,37.79796337437054,NEGATIVE,"Neutral (score=25)"
2025-12-30,DOT-USDT,1.811,hold,39.81835226573451,NEGATIVE,"Neutral (score=25)"
2025-12-30,ETH-USDT,2973.69,hold,48.08871824904564,NEGATIVE,"Neutral (score=-20)"
2025-12-30,LTC-USDT,78.89,hold,46.21770475961308,NEGATIVE,"Neutral (score=10)"
2025-12-30,SOL-USDT,125.01,hold,45.99312127970296,NEGATIVE,"Neutral (score=10)"
2025-12-30,XRP-USDT,1.8776,hold,42.57210187728622,NEGATIVE,"Neutral (score=10)"
2025-12-31,ADA-USDT,0.3335,buy,33.73124302362301,POSITIVE,"Strong signal (score=45)"
2025-12-31,BNB-USDT,864.3,buy,49.61242448128477,POSITIVE,"Strong signal (score=40)"
2025-12-31,BTC-USDT,87648.22,buy,45.19225793833386,POSITIVE,"Strong signal (score=40)"
2025-12-31,DOGE-USDT,0.11747,buy,32.74258326689863,POSITIVE,"Strong signal (score=45)"
2025-12-31,DOT-USDT,1.789,buy,38.7202577002445,POSITIVE,"Strong signal (score=55)"
2025-12-31,ETH-USDT,2971.64,hold,47.927872483736614,POSITIVE,"Neutral (score=10)"
2025-12-31,LTC-USDT,76.85,buy,41.827311669244,POSITIVE,"Strong signal (score=40)"
2025-12-31,SOL-USDT,124.65,buy,45.48161693499443,POSITIVE,"Strong signal (score=40)"
2025-12-31,XRP-USDT,1.8423,buy,39.497445296263905,POSITIVE,"Strong signal (score=55)"
2026-01-01,ADA-USDT,0.3565,hold,42.38817698197445,NEGATIVE,"Neutral (score=-5)"
2026-01-01,BNB-USDT,864.39,hold,49.642362002905884,NEGATIVE,"Neutral (score=-5)"
2026-01-01,BTC-USDT,88839.04,hold,49.997299245566055,NEGATIVE,"Neutral (score=-5)"
2026-01-01,DOGE-USDT,0.12683,hold,45.26987268544802,NEGATIVE,"Neutral (score=-5)"
2026-01-01,DOT-USDT,1.999,sell,52.255380289755436,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-01,ETH-USDT,3004.19,hold,50.74495130009505,NEGATIVE,"Neutral (score=-5)"
2026-01-01,LTC-USDT,79.97,sell,49.69763455892535,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-01,SOL-USDT,126.9,hold,49.27838621473924,NEGATIVE,"Neutral (score=-5)"
2026-01-01,XRP-USDT,1.8799,hold,44.12633177226169,NEGATIVE,"Neutral (score=-5)"
2026-01-02,ADA-USDT,0.3949,sell,53.346162537833585,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-02,BNB-USDT,881.25,sell,55.032400099009436,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-02,BTC-USDT,89995.13,sell,54.195768912598155,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-02,DOGE-USDT,0.14188,sell,58.616917061546445,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-02,DOT-USDT,2.166,sell,59.85009765509749,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-02,ETH-USDT,3125.45,sell,59.52890246066129,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-02,LTC-USDT,81.93,sell,53.91569340161468,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-02,SOL-USDT,132.29,sell,57.0033550985849,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-02,XRP-USDT,2.0069,sell,56.290429819080416,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-03,ADA-USDT,0.3893,sell,51.79884078008906,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-03,BNB-USDT,878.63,sell,54.06398195625399,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-03,BTC-USDT,90628.01,sell,56.35617206756025,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-03,DOGE-USDT,0.14315,sell,59.51416738915311,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-03,DOT-USDT,2.125,sell,57.4345667615297,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-03,ETH-USDT,3127.11,sell,59.635027783646365,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-03,LTC-USDT,82.08,sell,54.23199839426641,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-03,SOL-USDT,133.37,sell,58.37144514784385,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-03,XRP-USDT,2.0182,sell,57.18361625149666,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-04,ADA-USDT,0.4007,hold,54.680633791965214,POSITIVE,"Neutral (score=20)"
2026-01-04,BNB-USDT,895.43,hold,59.0411764400036,POSITIVE,"Neutral (score=20)"
2026-01-04,BTC-USDT,91529.73,hold,59.30155670876091,POSITIVE,"Neutral (score=20)"
2026-01-04,DOGE-USDT,0.14953,hold,63.76453299168405,POSITIVE,"Neutral (score=5)"
2026-01-04,DOT-USDT,2.142,hold,58.188091427336644,POSITIVE,"Neutral (score=20)"
2026-01-04,ETH-USDT,3144.7,hold,60.807806427765854,POSITIVE,"Neutral (score=5)"
2026-01-04,LTC-USDT,82.26,hold,54.63438702593737,POSITIVE,"Neutral (score=20)"
2026-01-04,SOL-USDT,134.12,hold,59.33901037407095,POSITIVE,"Neutral (score=20)"
2026-01-04,XRP-USDT,2.0909,hold,62.493797303619324,POSITIVE,"Neutral (score=5)"
2026-01-05,ADA-USDT,0.4211,sell,59.362725084111865,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-05,BNB-USDT,910.31,sell,62.87775288160296,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-05,BTC-USDT,93859.71,sell,65.73614270846723,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-05,DOGE-USDT,0.15171,sell,65.11230367313058,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-05,DOT-USDT,2.208,sell,61.06953243270334,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-05,ETH-USDT,3224.99,sell,65.7057423518529,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-05,LTC-USDT,83.46,sell,57.32791237418434,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-05,SOL-USDT,137.9,sell,63.893963888776725,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-05,XRP-USDT,2.3478,sell,74.51971077404066,NEGATIVE,"Strong sell signal (score=-60)"
2026-01-06,ADA-USDT,0.4194,sell,58.817387764110464,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-06,BNB-USDT,917.64,sell,64.63508839360834,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-06,BTC-USDT,93747.97,sell,65.20372027665137,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-06,DOGE-USDT,0.15055,sell,63.75345208438483,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-06,DOT-USDT,2.235,sell,62.21666738776859,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-06,ETH-USDT,3296.84,sell,69.39209690633507,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-06,LTC-USDT,83.96,sell,58.435281892096725,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-06,SOL-USDT,141.08,sell,67.22075098081068,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-06,XRP-USDT,2.3042,sell,70.39436870873008,NEGATIVE,"Strong sell signal (score=-60)"
2026-01-07,ADA-USDT,0.4022,hold,53.46569900237864,NEGATIVE,"Neutral (score=-5)"
2026-01-07,BNB-USDT,900.3,sell,57.678959123299975,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-07,BTC-USDT,91364.16,hold,54.974131840838695,NEGATIVE,"Neutral (score=-5)"
2026-01-07,DOGE-USDT,0.14642,sell,59.03001026768977,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-07,DOT-USDT,2.145,sell,56.265148800759015,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-07,ETH-USDT,3168.72,sell,57.519048663806885,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-07,LTC-USDT,81.71,hold,51.90736182082246,NEGATIVE,"Neutral (score=-5)"
2026-01-07,SOL-USDT,136.39,sell,58.63923703372057,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-07,XRP-USDT,2.1657,sell,59.18571025286934,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-08,ADA-USDT,0.3956,hold,51.528248275009894,NEGATIVE,"Neutral (score=-5)"
2026-01-08,BNB-USDT,892.26,hold,54.73741594695769,NEGATIVE,"Neutral (score=-5)"
2026-01-08,BTC-USDT,91099.99,hold,53.96375247265864,NEGATIVE,"Neutral (score=-5)"
2026-01-08,DOGE-USDT,0.14194,hold,54.32792372764227,NEGATIVE,"Neutral (score=-5)"
2026-01-08,DOT-USDT,2.111,hold,54.15748830630002,NEGATIVE,"Neutral (score=-5)"
2026-01-08,ETH-USDT,3106.65,hold,52.805172336571204,NEGATIVE,"Neutral (score=-5)"
2026-01-08,LTC-USDT,81.31,hold,50.82043521068405,NEGATIVE,"Neutral (score=-5)"
2026-01-08,SOL-USDT,138.37,sell,60.908179479640154,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-08,XRP-USDT,2.1232,hold,56.22711628344015,NEGATIVE,"Neutral (score=-5)"
2026-01-09,ADA-USDT,0.3914,hold,50.279608000917456,NEGATIVE,"Neutral (score=-5)"
2026-01-09,BNB-USDT,896.86,hold,56.11636085172573,NEGATIVE,"Neutral (score=-5)"
2026-01-09,BTC-USDT,90641.28,hold,52.17070339403932,NEGATIVE,"Neutral (score=-5)"
2026-01-09,DOGE-USDT,0.14071,hold,53.07782965419977,NEGATIVE,"Neutral (score=-5)"
2026-01-09,DOT-USDT,2.083,hold,52.4161230449569,NEGATIVE,"Neutral (score=-5)"
2026-01-09,ETH-USDT,3088.4,hold,51.46955301454693,NEGATIVE,"Neutral (score=-5)"
2026-01-09,LTC-USDT,81.49,hold,51.314482197941494,NEGATIVE,"Neutral (score=-5)"
2026-01-09,SOL-USDT,135.97,hold,56.83807958147034,NEGATIVE,"Neutral (score=-5)"
2026-01-09,XRP-USDT,2.0958,hold,54.34110920202815,NEGATIVE,"Neutral (score=-5)"
2026-01-10,ADA-USDT,0.3886,hold,49.41982941076107,NEGATIVE,"Neutral (score=-5)"
2026-01-10,BNB-USDT,907.93,sell,59.32766300140887,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-10,BTC-USDT,90504.7,hold,51.6207223804526,NEGATIVE,"Neutral (score=-5)"
2026-01-10,DOGE-USDT,0.13965,hold,51.96803827032822,NEGATIVE,"Neutral (score=-5)"
2026-01-10,DOT-USDT,2.093,hold,52.99739575663366,NEGATIVE,"Neutral (score=-5)"
2026-01-10,ETH-USDT,3086.72,hold,51.340816987972204,NEGATIVE,"Neutral (score=-5)"
2026-01-10,LTC-USDT,81.19,hold,50.405624259710095,NEGATIVE,"Neutral (score=-5)"
2026-01-10,SOL-USDT,135.84,hold,56.61738278274372,NEGATIVE,"Neutral (score=-5)"
2026-01-10,XRP-USDT,2.0907,hold,53.978181553398976,NEGATIVE,"Neutral (score=-5)"
2026-01-11,ADA-USDT,0.391,hold,50.2058090883557,NEGATIVE,"Neutral (score=-5)"
2026-01-11,BNB-USDT,904.32,hold,57.841180012500935,NEGATIVE,"Neutral (score=-5)"
2026-01-11,BTC-USDT,91013.65,hold,53.58434567585644,NEGATIVE,"Neutral (score=-5)"
2026-01-11,DOGE-USDT,0.13801,hold,50.21853445869225,NEGATIVE,"Neutral (score=-5)"
2026-01-11,DOT-USDT,2.07,hold,51.44092348813734,NEGATIVE,"Neutral (score=-5)"
2026-01-11,ETH-USDT,3123.45,hold,54.04701612170161,NEGATIVE,"Neutral (score=-5)"
2026-01-11,LTC-USDT,78.79,hold,43.732422449064714,NEGATIVE,"Neutral (score=-5)"
2026-01-11,SOL-USDT,139.7,sell,61.40889389990784,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-11,XRP-USDT,2.0745,hold,52.7725105036515,NEGATIVE,"Neutral (score=-5)"
2026-01-12,ADA-USDT,0.3862,hold,48.57987803216125,NEGATIVE,"Neutral (score=-5)"
2026-01-12,BNB-USDT,905.78,hold,58.29628104912658,NEGATIVE,"Neutral (score=-5)"
2026-01-12,BTC-USDT,91296.2,hold,54.68399766252479,NEGATIVE,"Neutral (score=-5)"
2026-01-12,DOGE-USDT,0.13662,hold,48.72142288184625,NEGATIVE,"Neutral (score=-5)"
2026-01-12,DOT-USDT,2.055,hold,50.40129854619404,NEGATIVE,"Neutral (score=-5)"
2026-01-12,ETH-USDT,3095.75,sell,51.711280140086046,NEGATIVE,"Strong sell signal (score=-35)"
2026-01-12,LTC-USDT,76.12,hold,37.74548198210552,NEGATIVE,"Neutral (score=0)"
2026-01-12,SOL-USDT,139.22,hold,60.51383819098252,NEGATIVE,"Neutral (score=-20)"
2026-01-12,XRP-USDT,2.054,hold,51.21360614863665,NEGATIVE,"Neutral (score=-5)"
2026-01-13,ADA-USDT,0.4218,sell,59.14717077312458,NEGATIVE,"Strong sell signal (score=-25)"
2026-01-13,BNB-USDT,943.73,sell,67.97387472913336,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-13,BTC-USDT,95414,sell,66.96677094990693,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-13,DOGE-USDT,0.14828,hold,59.601338833100236,NEGATIVE,"Neutral (score=-5)"
2026-01-13,DOT-USDT,2.282,sell,62.69013773091952,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-13,ETH-USDT,3325.82,sell,65.17372552160079,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-13,LTC-USDT,78.18,sell,44.10356451551418,NEGATIVE,"Strong sell signal (score=-35)"
2026-01-13,SOL-USDT,145.51,sell,67.25015022108288,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-13,XRP-USDT,2.1655,hold,58.409878538666135,NEGATIVE,"Neutral (score=-5)"
2026-01-14,ADA-USDT,0.4143,hold,56.51224059496425,NEGATIVE,"Neutral (score=-5)"
2026-01-14,BNB-USDT,948.47,sell,68.94326712851614,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-14,BTC-USDT,96951.78,sell,70.21371515592365,NEGATIVE,"Strong sell signal (score=-60)"
2026-01-14,DOGE-USDT,0.14718,hold,58.3436817977365,NEGATIVE,"Neutral (score=-5)"
2026-01-14,DOT-USDT,2.226,hold,58.81844446929401,NEGATIVE,"Neutral (score=-5)"
2026-01-14,ETH-USDT,3354.92,sell,66.44786254136457,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-14,LTC-USDT,76.67,hold,40.813155613901216,NEGATIVE,"Neutral (score=-15)"
2026-01-14,SOL-USDT,146.69,sell,68.3413049269306,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-14,XRP-USDT,2.1394,hold,56.31581631064627,NEGATIVE,"Neutral (score=-5)"
2026-01-15,ADA-USDT,0.3936,hold,49.90429006331502,NEGATIVE,"Neutral (score=-5)"
2026-01-15,BNB-USDT,931.2,sell,61.62435883876285,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-15,BTC-USDT,95604.8,sell,64.25588235224383,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-15,DOGE-USDT,0.14004,hold,50.84410094768247,NEGATIVE,"Neutral (score=-5)"
2026-01-15,DOT-USDT,2.117,hold,52.076754406916606,NEGATIVE,"Neutral (score=-5)"
2026-01-15,ETH-USDT,3318.69,sell,63.34078163299023,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-15,LTC-USDT,72.21,hold,32.98535234176758,NEGATIVE,"Neutral (score=0)"
2026-01-15,SOL-USDT,142.4,hold,60.45506993551074,NEGATIVE,"Neutral (score=-20)"
2026-01-15,XRP-USDT,2.0789,hold,51.689794888260884,NEGATIVE,"Neutral (score=-5)"
2026-01-16,ADA-USDT,0.3955,hold,50.47669297386278,NEGATIVE,"Neutral (score=-5)"
2026-01-16,BNB-USDT,938.16,sell,63.314602290582236,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-16,BTC-USDT,95550.94,sell,64.02195276207914,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-16,DOGE-USDT,0.13813,hold,49.02853545878402,NEGATIVE,"Neutral (score=-5)"
2026-01-16,DOT-USDT,2.119,hold,52.18504909211297,NEGATIVE,"Neutral (score=-5)"
2026-01-16,ETH-USDT,3296.28,sell,61.42744150486828,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-16,LTC-USDT,75.22,hold,41.1841542582098,NEGATIVE,"Neutral (score=-15)"
2026-01-16,SOL-USDT,144.89,sell,63.11552993290164,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-16,XRP-USDT,2.0678,sell,50.86424720179459,NEGATIVE,"Strong sell signal (score=-35)"
2026-01-17,ADA-USDT,0.3973,hold,51.04735769349745,NEGATIVE,"Neutral (score=-5)"
2026-01-17,BNB-USDT,947.12,sell,65.42580139691194,NEGATIVE,"Strong sell signal (score=-40)"
2026-01-17,BTC-USDT,95147.77,hold,62.1966055187375,NEGATIVE,"Neutral (score=-20)"
2026-01-17,DOGE-USDT,0.13788,sell,48.78299046110251,NEGATIVE,"Strong sell signal (score=-35)"
2026-01-17,DOT-USDT,2.179,hold,55.43837713810791,NEGATIVE,"Neutral (score=-5)"
2026-01-17,ETH-USDT,3310.56,sell,62.21077691543869,NEGATIVE,"Strong sell signal (score=-40)"
